StopNumber,Location,StreetNumber,Street,City,State,Zip
74587,PERRIN BEITEL BETWN BRETTON RIDGE & 410,8534,Perrin Beitel,San Antonio,TX,78217
74589,NE LOOP 410 W ACCESS/ PERRIN BEITEL,2611,NE Loop 410,San Antonio,TX,78217
74797,PERRIN BEITEL & LOOP 410 EAST,8341,Perrin Beitel,San Antonio,TX,78218
74829,EWING HALSELL & WURZBACH,8233,Ewing Halsell,San Antonio,TX,78229
74896,PERRIN BEITEL/ FRONT OF TITAN BLDG.,8341,Perrin Beitel,San Antonio,TX,78218
75123,VILLAREAL & ELGIN,329,Villareal St,San Antonio,TX,78210
75126,BLANCO & LEE HALL,866,Lee Hall,San Antonio,TX,78212
75127,BLANCO & LEE HALL,3211,Blanco Rd,San Antonio,TX,78212
75187,FRIO & HAVEN FOR HOPE WAY,1,Haven For Hope Way,San Antonio,TX,78207
75226,ELGIN IN FRONT OF HIGHLANDS HIGH,3118,Elgin Ave,San Antonio,TX,78210
75237,BLANCO IN FRONT OF 6701 (WEDGEWOOD),834,NW Loop 410,San Antonio,TX,78216
75327,ELGIN & GREER,3118,Elgin Ave,San Antonio,TX,78210
75336,BLANCO & NW ENT. TO PARK NORTH,6801,Blanco Rd,San Antonio,TX,78216
95346,DOLLARHIDE & GLAMIS,658,Glamis Ave,San Antonio,TX,78223
95347,DOLLARHIDE & GLAMIS,659,Glamis Ave,San Antonio,TX,78223
95383,INGRAM & CALLAGHAN,6010,Ingram Rd,San Antonio,TX,78238
95423,NACO PASS & UHR LN.,4310,Naco Pass,San Antonio,TX,78217
95426,BLANCO & ROSEWOOD,2002,Blanco Rd,San Antonio,TX,78212
95427,BLANCO & ROSEWOOD,2002,Blanco Rd,San Antonio,TX,78212
95429,READWELL & EASTWOOD,285,Readwell Dr,San Antonio,TX,78220
95436,BLANCO OPPOSITE RIVIERA,101,Riviera Dr,San Antonio,TX,78213
95437,BLANCO & RIVIERA,101,Riviera Dr,San Antonio,TX,78213
95447,HUEBNER & ALSMIER GOLD,3,Marella Dr,San Antonio,TX,78248
82693,BUENA VISTA & SAN JACINTO,1525,Buena Vista St,San Antonio,TX,78207
83633,BUENA VISTA & LAS MORAS,1502,Buena Vista St,San Antonio,TX,78207
84633,BUENA VISTA & COLORADO,1204,Buena Vista St,San Antonio,TX,78207
86883,BUENA VISTA & PECOS,409,Buena Vista St,San Antonio,TX,78207
87833,DOLOROSA & SAN SABA,1016,Dolorosa,San Antonio,TX,78207
87993,DOLOROSA & SANTA ROSA,204,S Santa Rosa,San Antonio,TX,78207
88913,DOLOROSA OPPOSITE LAREDO,714,Dolorosa,San Antonio,TX,78207
88953,DOLOROSA OPP. PLAZA DE ARMAS,508,Dolorosa,San Antonio,TX,78205
88973,DOLOROSA & S. FLORES,101,S Flores St,San Antonio,TX,78205
89963,MARKET & S. ST. MARY'S,154,E Commerce St,San Antonio,TX,78205
81726,NAVARRO & CROCKETT,303,E Commerce St,San Antonio,TX,78205
81226,NAVARRO BETWEEN TRAVIS & PECAN,711,Navarro St,San Antonio,TX,78205
71826,NAVARRO & MARTIN,301,E Martin St,San Antonio,TX,78205
71726,NAVARRO & AUDITORIUM CIRCLE,333,Convent,San Antonio,TX,78205
79486,NAVARRO & N. ST. MARY'S,1022,Navarro St,San Antonio,TX,78205
79266,NAVARRO & AUGUSTA,1123,Navarro St,San Antonio,TX,78205
68776,SAN PEDRO & QUINCY,103,W Quincy St,San Antonio,TX,78205
68546,SAN PEDRO & ELMIRA,234,San Pedro Ave,San Antonio,TX,78205
68326,SAN PEDRO & EUCLID,330,San Pedro Ave,San Antonio,TX,78212
68116,SAN PEDRO BET. MARSHALL & MAVERICK,509,San Pedro Ave,San Antonio,TX,78212
46659,MYRTLE AND N. FLORES,1901,N Flores St,San Antonio,TX,78212
46336,N. FLORES OPPOSITE HICKMAN,2001,N Flores St,San Antonio,TX,78212
36736,N. FLORES & ASHBY,2311,N Flores St,San Antonio,TX,78212
35779,ASHBY IN FRONT OF 917,917,W Ashby Pl,San Antonio,TX,78212
22459,FREDERICKSBURG RD. & HUISACHE,1212,Fredericksburg Rd,San Antonio,TX,78201
11999,FREDERICKSBURG RD. OPP. MULBERRY,1318,Fredericksburg Rd,San Antonio,TX,78201
11669,FREDERICKSBURG RD. & SUMMIT,1514,Fredericksburg Rd,San Antonio,TX,78201
11319,FREDERICKSBURG RD. & FULTON,1732,Fredericksburg Rd,San Antonio,TX,78201
99969,FREDERICKSBURG RD. & LYNWOOD,1850,Fredericksburg Rd,San Antonio,TX,78201
99729,FREDERICKSBURG RD. OPPOSITE FURR,1934,Fredericksburg Rd,San Antonio,TX,78201
98379,FREDERICKSBURG RD.  & HILDERBRAND,2121,Fredericksburg Rd,San Antonio,TX,78201
88929,FREDERICKSBURG RD. & RIDGEWOOD,2403,Fredericksburg Rd,San Antonio,TX,78201
87699,FREDERICKSBURG RD. & PASADENA,2510,Fredericksburg Rd,San Antonio,TX,78201
87569,FREDERICKSBURG RD. & SANTA ANNA,2719,Fredericksburg Rd,San Antonio,TX,78201
87119,FREDERICKSBURG RD. & OLMOS,3018,Fredericksburg Rd,San Antonio,TX,78201
76769,FREDERICKSBURG RD. & RAMONA,3316,Fredericksburg Rd,San Antonio,TX,78201
76659,FREDERICKSBURG RD. IN FRONT OF 3400,3350,Fredericksburg Rd,San Antonio,TX,78201
75399,FREDERICKSBURG RD. IN FRONT OF 3440,3440,Fredericksburg Rd,San Antonio,TX,78201
75189,FREDERICKSBURG RD. IN FRONT OF 3534,3555,Fredericksburg Rd,San Antonio,TX,78201
65749,FREDERICKSBURG RD. & GARDINA,3623,Fredericksburg Rd,San Antonio,TX,78201
64379,FREDERICKSBURG RD. OPP. DE CHANTLE,3667,Fredericksburg Rd,San Antonio,TX,78201
54939,FREDERICKSBURG RD. OPP. WILLIAMSBURG,3822,Fredericksburg Rd,San Antonio,TX,78201
53589,FREDERICKSBURG RD. IN FRONT OF 3938,3938,Fredericksburg Rd,San Antonio,TX,78201
53249,FREDERICKSBURG RD. OPPOSITE ALTGELT,4029,Fredericksburg Rd,San Antonio,TX,78201
42999,FREDERICKSBURG RD. OPPOSTIE GLENARM,4250,Fredericksburg Rd,San Antonio,TX,78201
42669,FREDERICKSBURG RD/FREDERICKS CIRCLE,4421,Fredericksburg Rd,San Antonio,TX,78201
42329,FREDERICKSBURG RD. & CROSSROADS BLVD.,4488,Fredericksburg Rd,San Antonio,TX,78201
42146,CROSSROADS BLVD OPP WONDERLAND MALL,4502,Fredericksburg Rd,San Antonio,TX,78201
32169,CROSSROADS PARK & RIDE,151,N Crossroads Blvd,San Antonio,TX,78201
13446,STANLEY AND WORTH,2752,Worth Rd,Jbsa Ft Sam Houston,TX,78234
13447,STANLEY AND WORTH,2752,Worth Rd,Jbsa Ft Sam Houston,TX,78234
13523,PATRICIA OPPOSITE PARLIAMENT,1200,Patricia Dr,San Antonio,TX,78213
13529,PATRICIA & PARLIAMENT,11606,Parliament Dr,San Antonio,TX,78213
13636,BRAZOS & VERA CRUZ,1107,S Brazos St,San Antonio,TX,78207
13637,BRAZOS & VERA CRUZ,1107,S Brazos St,San Antonio,TX,78207
13673,MEDINA BASE RD. AND MAPLE VALLEY,202,Oak Valley Dr,San Antonio,TX,78227
13679,MEDINA BASE RD. OPPOSITE GARDEN VAL,154,Oak Valley Dr,San Antonio,TX,78227
13689,PATRICIA AT SIDE ENTR OF JIFFY LUBE,11507,West Ave,San Antonio,TX,78213
13743,NACO-PERRIN AND PROMENEADE,3928,Naco-perrin Blvd,San Antonio,TX,78217
13747,HUEBNER AND IH-10 W ACCESS RD.,11225,Huebner Rd,San Antonio,TX,78230
13749,NACO-PERRIN AND PROMENEADE,4009,Naco-perrin Blvd,San Antonio,TX,78217
13756,HUEBNER & IH-10 W,11000,Ih 10 W,San Antonio,TX,78230
13783,PATRICIA IN FRONT OF 1030,1021,Patricia Dr,San Antonio,TX,78213
13899,NACO-PERRIN AND ROSZELL,4107,Naco-perrin Blvd,San Antonio,TX,78217
13926,STANLEY AND HARNEY (SACU),3303,Stanley Rd,Jbsa Ft Sam Houston,TX,78234
13927,STANLEY OPPOSITE HARNEY,3303,Stanley Rd,Jbsa Ft Sam Houston,TX,78234
13993,NACO-PERRIN AND ROSZELL,4058,Naco-perrin Blvd,San Antonio,TX,78217
14186,PARALLEL AND CAROUSEL,,I 410,San Antonio,TX,78227
14196,CHERRY AND MONTANA,302,Montana St,San Antonio,TX,78203
14216,MICHIGAN AND FULTON,1044,Fulton St,San Antonio,TX,78201
14217,MICHIGAN AND FULTON,1041,Fulton St,San Antonio,TX,78201
14227,HUEBNER OPPOSITE 11500,11441,Huebner Rd,San Antonio,TX,78230
14233,MONTANA IN FRONT OF THE ALAMODOME,112,Montana St,San Antonio,TX,78203
14253,FREEMAN IN FRONT OF 534,534,Freeman Dr,San Antonio,TX,78228
14259,FREEMAN OPPOSITE 606,2709,Grass,San Antonio,TX,78228
14316,MICHIGAN AND GRAMERCY,1042,W Gramercy Pl,San Antonio,TX,78201
14317,MICHIGAN AND GRAMERCY,1103,W Gramercy Pl,San Antonio,TX,78201
14353,JACKSON-KELLER & GREEN MEADOW,103,Green Meadow Blvd,San Antonio,TX,78213
14359,JACKSON-KELLER IN FRONT OF 1015,120,Palm Cir,San Antonio,TX,78213
14366,BLANCO BETWEEN WEST AVE & PARLIAMEN,11753,Blanco Rd,San Antonio,TX,78216
14387,WEST BET AFTERGLOW & BLANCO,11734,West Ave,San Antonio,TX,78216
14396,WEST BET BLANCO & AFTERGLOW,11730,West Ave,San Antonio,TX,78216
14416,GOLIAD & ARCHIMEDES,1402,Goliad Rd,San Antonio,TX,78223
14417,GOLIAD OPPOSITE ARCHIMEDES,1326,Goliad Rd,San Antonio,TX,78223
14423,LOOP 1604 E ACCES RD & VALERO WAY,,Loop 1604,San Antonio,TX,78249
14466,LOUIS PASTEUR & CLINIC ST.,7338,Louis Pasteur Dr,San Antonio,TX,78229
14467,LOUIS PASTEUR OPPOSITE CLINIC,7338,Louis Pasteur Dr,San Antonio,TX,78229
14476,BLANCO AND WEST AVE.,11702,West Ave,San Antonio,TX,78216
14477,BLANCO AND WEST AVE.,8542,Blanco Rd,San Antonio,TX,78216
14496,CHERRY AND WYOMING,340,S Cherry St,San Antonio,TX,78203
14497,CHERRY OPPOSITE 314,314,S Cherry St,San Antonio,TX,78203
25727,SOMERSET & W. SOUTHCROSS,717,Somerset Rd,San Antonio,TX,78211
25736,SOMERSET & W. SOUTHCROSS,802,Somerset Rd,San Antonio,TX,78211
25737,BLANCO OPPOSITE TAMMY,10903,Silhouette,San Antonio,TX,78216
25746,BLANCO & TAMMY,10815,Silhouette,San Antonio,TX,78216
25797,DREAMLAND OPPOSITE WESTBY,11002,Dreamland,San Antonio,TX,78230
25847,GOLIAD AND WHITEFIELD ,1907,Goliad Rd,San Antonio,TX,78223
25856,GOLIAD & BUSHICK,1922,Goliad Rd,San Antonio,TX,78223
25896,DREAMLAND & WESTBY,10914,Dreamland,San Antonio,TX,78230
25916,BLANCO & WOODLAWN,836,W Woodlawn Ave,San Antonio,TX,78212
25917,BLANCO & WOODLAWN,901,W Woodlawn Ave,San Antonio,TX,78201
26113,MARTIN LUTHER KING OPPOSITE ST,4442,Lord Rd,San Antonio,TX,78220
26119,MARTIN LUTHER KING & STOLNET,4447,Lord Rd,San Antonio,TX,78220
26126,EL SENDERO & PESQUERA,11251,El Sendero,San Antonio,TX,78233
26127,EL SENDERO & VESPERO,11251,El Sendero,San Antonio,TX,78233
26166,N. FLORES AND MULBERRY,538,W Mulberry Ave,San Antonio,TX,78212
26167,N. FLORES AND MULBERRY,3205,N Flores St,San Antonio,TX,78212
26177,W.W. WHITE RD. & MARTIN LUTH,1037,S Ww White Rd,San Antonio,TX,78220
26243,MARTIN LUTHER KING & AURELIA,2922,Martin Luther King Jr Dr,San Antonio,TX,78220
26249,MARTIN LUTHER KING OPPOSITE AU,2935,Martin Luther King Jr Dr,San Antonio,TX,78220
26263,MARTIN LUTHER KING & W.W. WH,1107,S Ww White Rd,San Antonio,TX,78220
26266,PINE & MARTIN LUTHER KING,601,S Pine St,San Antonio,TX,78203
26267,PINE & MARTIN LUTHER KING,535,S Pine St,San Antonio,TX,78203
26276,W.W. WHITE RD. AND LORD RD.,1118,S Ww White Rd,San Antonio,TX,78220
26279,MARTIN LUTHER KING & CLAVER,3002,Martin Luther King Jr Dr,San Antonio,TX,78220
26283,MARTIN LUTHER KING OPPOSITE SPRIGGS,2962,Martin Luther King Jr Dr,San Antonio,TX,78220
26357,BROADWAY IN FRONT OF 3303,3215,Broadway,San Antonio,TX,78209
26366,BROADWAY & ELEANOR,3132,Broadway,San Antonio,TX,78209
26397,AMANDA OPPOSITE STERLING,302,Sterling St,San Antonio,TX,78220
26467,PINE & IOWA,625,S Pine St,San Antonio,TX,78203
26469,IOWA & PINE,624,S Pine St,San Antonio,TX,78203
26493,IOWA & DREISS,834,Iowa St,San Antonio,TX,78203
26499,IOWA & DREISS,901,Iowa St,San Antonio,TX,78203
26533,WOODLAWN OPPOSITE 2201,2203,W Woodlawn Ave,San Antonio,TX,78201
26549,WOODLAWN IN FRONT OF 2201,2201,W Woodlawn Ave,San Antonio,TX,78201
26566,N. FLORES AND MAGNOLIA,535,W Magnolia Ave,San Antonio,TX,78212
26567,N. FLORES AND MAGNOLIA,538,W Magnolia Ave,San Antonio,TX,78212
26597,AMANDA AND LINCOLNSHIRE,226,Amanda St,San Antonio,TX,78220
26626,BROADWAY & MULBERRY,2922,Broadway,San Antonio,TX,78209
26627,BROADWAY & MULBERRY,2908,Broadway,San Antonio,TX,78209
26686,DOLLARHIDE & PECAN VALLEY,1930,Dollarhide Ave,San Antonio,TX,78223
26687,DOLLARHIDE & PECAN VALLEY,1955,Dollarhide Ave,San Antonio,TX,78223
26897,AMANDA AND YUCCA,418,Amanda St,San Antonio,TX,78220
26996,AMANDA OPPOSITE YUCCA,418,Amanda St,San Antonio,TX,78220
27216,AMANDA AND M.L. KING,3002,Martin Luther King Jr Dr,San Antonio,TX,78220
38357,BELFORD & PALFREY,355,E Palfrey Ave,San Antonio,TX,78223
38396,DIANE & BENHAM,4902,Benham,San Antonio,TX,78220
38527,PECAN VALLEY OPPOSITE H ST.,823,Pecan Valley Dr,San Antonio,TX,78220
38616,PECAN VALLEY & H ST.,902,H St,San Antonio,TX,78220
38623,CERALVO & S. ZARZAMORA,1828,S Zarzamora St,San Antonio,TX,78207
38629,CERALVO & S. ZARZAMORA,1828,S Zarzamora St,San Antonio,TX,78207
38683,CERALVO & CALAVERAS,543,Ceralvo St,San Antonio,TX,78207
38686,PINN RD. AND WESTFIELD,2342,Pinn Rd,San Antonio,TX,78227
38687,PINN RD. & WESTFIELD,2333,Pinn Rd,San Antonio,TX,78227
38689,CERALVO OPPOSITE CALAVERAS,543,Ceralvo St,San Antonio,TX,78207
38826,HARRY WURZBACH & ENT. TO SUNSE,1518,Austin Hwy,San Antonio,TX,78218
38876,DIANE & BERNADINE,1811,Dellhaven,San Antonio,TX,78220
38896,NACOGDOCHES OPPOSITE WAYWARD,10347,Nacogdoches Rd,San Antonio,TX,78217
38897,NACOGDOCHES & WAYWARD,10347,Nacogdoches Rd,San Antonio,TX,78217
38917,PECAN VALLEY & J ST.,3387,J St,San Antonio,TX,78220
39126,N. NEW BRAUNFELS AND DICKMAN,2703,Dickman Rd,Jbsa Ft Sam Houston,TX,78234
39127,N. NEW BRAUNFELS AND DICKMAN,2783,Artillery Post Rd,Jbsa Ft Sam Houston,TX,78234
39163,CERALVO & GEN. MCMULLEN,1301,S General Mcmullen,San Antonio,TX,78237
39169,CERALVO & GEN. MCMULLEN,1246,S General Mcmullen,San Antonio,TX,78237
39233,F ST. & BRICE,1603,Brice St,San Antonio,TX,78220
39239,F ST. OPPOSITE BRICE (911),907,F St,San Antonio,TX,78220
39377,PICKWELL & PALFREY,503,E Palfrey Ave,San Antonio,TX,78223
39556,N. NEW BRAUNFELS OPPOSITE ELMVIEW,280,E Elmview Pl,San Antonio,TX,78209
39567,N. NEW BRAUNFELS & ELMVIEW,279,E Elmview Pl,San Antonio,TX,78209
39643,CERALVO & NAVIDAD,2101,S Navidad,San Antonio,TX,78207
39646,NACOGDOCHES OPPOSITE STARCREST,10447,Nacogdoches Rd,San Antonio,TX,78217
39647,NACOGDOCHES & STARCREST,10502,Nacogdoches Rd,San Antonio,TX,78217
39649,CERALVO & NAVIDAD,2100,S Navidad,San Antonio,TX,78207
39717,N. NEW BRNFLS IN FRONT OF BLDG. 147,2407,N New Braunfels Ave,Jbsa Ft Sam Houston,TX,78234
39776,PICKWELL & NASH,382,Nash Blvd,San Antonio,TX,78223
39777,PICKWELL & NASH,383,Nash Blvd,San Antonio,TX,78223
39793,CERALVO OPPOSITE SABINAS,402,Ceralvo St,San Antonio,TX,78207
39799,CERALVO & SABINAS,347,Ceralvo St,San Antonio,TX,78207
39816,N. NEW BRNFLS. AND SERVICE RD. S-4,2404,N New Braunfels Ave,Jbsa Ft Sam Houston,TX,78234
39847,N. NEW BRAUNFELS & RETAMA PL,275,Retama Pl,San Antonio,TX,78209
39879,BERNADINE AND WILLENBROCK,5003,Bernadine Dr,San Antonio,TX,78220
39956,N. NEW BRAUNFELS OPPOSITE HALCYON,285,Halcyon Pl,San Antonio,TX,78209
39959,STANLEY OPPOSITE HANCOCK,2462,Stanley Rd,Jbsa Ft Sam Houston,TX,78234
4,AUSTIN HWY. AND VANDIVER,1307,Austin Hwy,San Antonio,TX,78209
41169,USAA BLVD OPPOSITE 5100,5100,Usaa Blvd,San Antonio,TX,78240
41226,VILLAGE VIEW & VILLAGE CREST,4735,Village View Dr,San Antonio,TX,78218
41263,USAA BLVD IN FRONT OF 5100,5100,Usaa Blvd,San Antonio,TX,78240
58359,CARSON & SPOFFORD,822,E Carson St,San Antonio,TX,78208
58367,HARRY WURZBACH & RITTIMAN,2415,Harry Wurzbach,San Antonio,TX,78209
58376,HARRY WURZBACH & RITTIMAN,945,Rittiman Rd,San Antonio,TX,78218
58383,HARRY WURZBACH AND RITTIMAN,945,Rittiman Rd,San Antonio,TX,78218
58426,GOLIAD & INDIAN HILLS,2842,Goliad Rd,San Antonio,TX,78223
58473,RITTIMAN & GOLDFIELD,4802,Rittiman Rd,San Antonio,TX,78218
58479,RITTIMAN OPPOSITE GOLDFIELD,4747,Rittiman Rd,San Antonio,TX,78218
58523,CYPRESS & LEWIS,227,Lewis St,San Antonio,TX,78212
58579,PARKDALE AND IH-10 E FRONTAGE RD.,3847,Parkdale Dr,San Antonio,TX,78229
58583,PARKDALE AND IH-10 E FRONTAGE RD.,3847,Parkdale Dr,San Antonio,TX,78229
58646,HARRY WURZBACH AND OPPOSITE EVENTID,3545,Gardner Cir,Jbsa Ft Sam Houston,TX,78234
58647,HARRY WURZBACH & EVENTIDE,2215,Harry Wurzbach,San Antonio,TX,78209
58671,E. HOUSTON & SOLEDAD,124,E Houston St,San Antonio,TX,78205
58921,W. HOUSTON & FLORES,100,W Houston St,San Antonio,TX,78205
58956,GOLIAD & S.E. MILITARY DR.,3003,Goliad Rd,San Antonio,TX,78223
58957,GOLIAD & S.E. MILITARY DR.,3003,Goliad Rd,San Antonio,TX,78223
59191,W. HOUSTON & CAMARON,240,W Houston St,San Antonio,TX,78205
59266,N. NEW BRNFLS. OPP. BLUEBONNET,378,Blue Bonnet Blvd,San Antonio,TX,78209
59273,RITTIMAN OPPOSITE ANDOVER,3733,Burge Cir,Jbsa Ft Sam Houston,TX,78234
59286,PICKWELL & DEVON,3602,Devon Ave,San Antonio,TX,78223
59313,CARSON & N. NEW BRAUNFELS,1019,E Carson St,San Antonio,TX,78208
59317,N. NEW BRAUNFELS AND CARSON,1905,N New Braunfels Ave,San Antonio,TX,78208
59359,RITTIMAN IN FRONT OF 1017,1021,Rittiman Rd,San Antonio,TX,78218
59467,N. NEW BRAUNFELS AND REDWOOD,357,Redwood St,San Antonio,TX,78209
59483,RITTIMAN & BUSINESS PARK,4928,Rittiman Rd,San Antonio,TX,78218
59557,AUSTIN HWY. & N. NEW BRNFLS.,701,Austin Hwy,San Antonio,TX,78209
59566,N. NEW BRAUNFLES & AUSTIN HWY.,1,Auburn Pl,San Antonio,TX,78209
59647,AUSTIN HWY BTW. NEW BRNFLS & ALBANY,615,Austin Hwy,San Antonio,TX,78209
59757,N. NEW BRAUNFELS & MONTCLAIR,100,Canterbury Hl,San Antonio,TX,78209
59776,IH-10 W FRONTAGE RD. AND TIOGA,9500,Tioga Dr,San Antonio,TX,78230
59786,RANDOLPH PARK & RIDE,5031,Sherri Ann Rd,San Antonio,TX,78233
59836,AUSTIN HWY. & MONTCLAIR,506,Austin Hwy,San Antonio,TX,78209
59856,N. NEW BRNFLS. & CANTERBURY HILL,100,Canterbury Hl,San Antonio,TX,78209
59926,AUSTIN HWY. & ROUTT,156,Routt St,San Antonio,TX,78209
59927,AUSTIN HWY. & ROUTT,129,Routt St,San Antonio,TX,78209
59967,N. NEW BRAUNFELS & KAMPMANN,5501,N New Braunfels Ave,San Antonio,TX,78209
60481,W. HOUSTON & SANTA ROSA,343,W Houston St,San Antonio,TX,78205
61156,SOMERSET BETWEEN CREE & SIOUX,7412,Somerset Rd,San Antonio,TX,78211
61157,NEER & MARIPOSA,1603,W Mariposa,San Antonio,TX,78201
61159,MARIPOSA & NEER,1539,W Mariposa,San Antonio,TX,78201
61226,HWY. 16 & APPLEWHITE,11056,State Hwy 16 S,San Antonio,TX,78224
61293,MARIPOSA & SANTA PAULA,1502,W Mariposa,San Antonio,TX,78201
75526,BLANCO & FRESNO,2922,Blanco Rd,San Antonio,TX,78212
75527,BLANCO & FRESNO,3009,Blanco Rd,San Antonio,TX,78212
75589,RECTOR AT W. ENTR. TO CENTRAL PARK,746,NW Loop 410,San Antonio,TX,78216
75627,BLANCO & MCILVAINE,2905,Blanco Rd,San Antonio,TX,78212
75636,BLANCO & NE ENT. TO PARK NORTH,6610,Blanco Rd,San Antonio,TX,78216
75637,BLANCO & RECTOR,6601,Blanco Rd,San Antonio,TX,78216
75693,RECTOR OPP ENT DR./ CENTRAL PK MALL,746,NW Loop 410,San Antonio,TX,78216
75697,DATA POINT IN FRONT OF 8415,8415,Data Point Dr,San Antonio,TX,78229
75723,LOOP 410 E ACCESS RD. & PERRIN BEITEL,2638,NE Loop 410,San Antonio,TX,78217
75726,ELGIN & HIAWATHA,3602,Skyridge Ave,San Antonio,TX,78210
75727,ELGIN & HIAWATHA,3602,Skyridge Ave,San Antonio,TX,78210
75826,BLANCO OPPOSITE SACRAMENTO,2810,Blanco Rd,San Antonio,TX,78212
76137,DATA POINT IN FRONT OF 8655,8611,Data Point Dr,San Antonio,TX,78229
76216,FRIO & PEREZ,600,N Frio St,San Antonio,TX,78207
76246,DATA POINT IN FRONT OF FAIRWAY V AP,8710,Data Point Dr,San Antonio,TX,78229
76333,CENTRAL PARK DR./ OPPOSITE DILLARDS,738,NW Loop 410,San Antonio,TX,78216
76339,CENTRAL PARK MALL IN FRONT OF DILLA,738,NW Loop 410,San Antonio,TX,78216
76363,CENTRAL PARK DR. OPPOSITE SEAR,522,NW Loop 410,San Antonio,TX,78216
76369,CENTRAL PARK MALL IN FRONT OF SEARS,522,NW Loop 410,San Antonio,TX,78216
76427,FRIO & MEDINA,600,N Frio St,San Antonio,TX,78207
76579,RECTOR & ENT. TO CENTRAL PK SEARS,211,Bamburgh Dr,San Antonio,TX,78216
76646,FRIO & MARTIN,525,N Frio St,San Antonio,TX,78207
76647,FRIO & MARTIN,525,N Frio St,San Antonio,TX,78207
76693,RECTOR OPPOSITE SEARS-AUTO ENTR. DR,219,Bamburgh Dr,San Antonio,TX,78216
76759,MARTIN & N. FRIO,1050,W Martin St,San Antonio,TX,78207
76773,MARTIN OPPOSITE LEONA,400,N Frio St,San Antonio,TX,78207
76816,DATA POINT IN FRONT OF 8410,8412,Data Point Dr,San Antonio,TX,78229
81843,WALZEM & MORDRED,5050,Walzem Rd,Windcrest,TX,78218
81856,NEER & RIDGEWOOD,1602,W Ridgewood Ct,San Antonio,TX,78201
81873,MEDICAL DR. & VON SCHEELE,5005,Medical Dr,San Antonio,TX,78229
83757,MEADOW WAY & MEADOW GLADE,1319,Meadow Way Dr,San Antonio,TX,78227
85673,TIMBER CREEK & STARHAVEN,7202,Timbercreek Dr,San Antonio,TX,78227
88166,BROADWAY BET TERRELL RD & ELIZABETH,4940,Broadway,San Antonio,TX,78209
89923,MARKET & MAIN PLZ,115,Main Plz,San Antonio,TX,78205
92476,WURZBACH & MERTON - MINTER,7540,Merton Minter,San Antonio,TX,78229
93996,AUSTIN HWY. IN FRONT OF 2146,2130,Austin Hwy,San Antonio,TX,78218
93997,AUSTIN HWY. OPPOSITE LANARK DR.,2207,Austin Hwy,San Antonio,TX,78218
94216,MICHIGAN AND HILDEBRAND,1046,W Hildebrand Ave,San Antonio,TX,78201
94273,INGRAM IN FRONT OF 6130,6119,Ingram Rd,San Antonio,TX,78238
94279,INGRAM OPPOSITE 6130,6119,Ingram Rd,San Antonio,TX,78238
94316,MICHIGAN AND LULLWOOD,1610,Michigan Ave,San Antonio,TX,78201
94317,MICHIGAN AND LULLWOOD,1702,Michigan Ave,San Antonio,TX,78201
94373,MEDICAL DR. & FLOYD CURL,4450,Medical Dr,San Antonio,TX,78229
95473,THOUSAND OAKS & PERRIN BEITEL,12035,Perrin Beitel,San Antonio,TX,78217
95563,SILVER SANDS(PARLIAMENT) OPP. 901,901,W Silversands Dr,San Antonio,TX,78216
95577,WEST AVE. & SILVER SANDS,12011,West Ave,San Antonio,TX,78216
95587,NACOGDOCHES & THOUSAND OAKS,12221,Nacogdoches Rd,San Antonio,TX,78217
95637,EASTWOOD BETWEEN LONGVIEW &,303,Shelburn Dr,San Antonio,TX,78220
95646,DOLLARHIDE & E. SOUTHCROSS,3102,E Southcross Blvd,San Antonio,TX,78223
95647,DOLLARHIDE & E. SOUTHCROSS,3081,E Southcross Blvd,San Antonio,TX,78223
95686,WEST AVE. & SILVER SANDS,11647,Persuasion,San Antonio,TX,78216
95736,BLANCO & ENTRANCE TO GROTTO,5705,Blanco Rd,San Antonio,TX,78201
95737,BLANCO OPP ENTRANCE TO GROTTO,5705,Blanco Rd,San Antonio,TX,78201
95826,BLANCO & W. LYNWOOD,1824,Blanco Rd,San Antonio,TX,78212
95827,BLANCO & W. LYNWOOD,905,W Lynwood,San Antonio,TX,78201
95847,WEST AVE. IN FRONT OF WEST PLAZA,11825,West Ave,San Antonio,TX,78216
95866,PERRIN BEITEL AND AVENIDA PRIMA,11915,Perrin Beitel,San Antonio,TX,78217
95867,PERRIN BEITEL OPP. AVENIDA PRIMA,11931,Perrin Beitel,San Antonio,TX,78217
95927,FLOYD CURL & LOUIS PASTEUR,7532,Louis Pasteur Dr,San Antonio,TX,78229
95947,EASTWOOD & CHARCLIFF,271,Charcliff Dr,San Antonio,TX,78220
95966,DOLLARHIDE & PRESTWICK,302,Prestwick Blvd,San Antonio,TX,78223
95967,DOLLARHIDE & PRESTWICK,249,Prestwick Blvd,San Antonio,TX,78223
96146,NACOGDOCHES & RIO D'ORO,12309,Nacogdoches Rd,San Antonio,TX,78217
96147,WEST AVE. & RHAPSODY,703,W Rhapsody Dr,San Antonio,TX,78216
96157,NACOGDOCHES OPPOSITE RIO D'ORO,12309,Nacogdoches Rd,San Antonio,TX,78217
96286,SOMERSET UNDERNEATH IH-35 S,8715,Somerset Rd,San Antonio,TX,78211
96393,TIMBER CREEK & TIMBER RIDGE,7111,Timber Ridge Dr,San Antonio,TX,78227
96399,TIMBER CREEK OPPOSITE TIMBER RIDGE,7111,Timber Ridge Dr,San Antonio,TX,78227
