StopNumber,Location,StreetNumber,Street,City,State,Zip
15217,BLANCO & FULTON,1701,Blanco Rd,San Antonio,TX,78212
83913,MEDICAL DR. & WURZBACH,4715,Medical Dr,San Antonio,TX,78229
93487,93487,4502,Medical Dr,San Antonio,TX,78229
94313,MEDICAL DR. OPPOSITE PARKING LOT 14,4644,Medical Dr,San Antonio,TX,78229
94587,FLOYD CURL IN FRONT OF UTHSC,7668,Floyd Curl Dr,San Antonio,TX,78229
95656,LOUIS PASTEUR IN FRONT OF 7602,7602,Louis Pasteur Dr,San Antonio,TX,78229
95376,LOUIS PASTEUR & EWING HALSELL,7709,Louis Pasteur Dr,San Antonio,TX,78229
86946,LOUIS PASTEUR IN FRONT OF 7830,7830,Louis Pasteur Dr,San Antonio,TX,78229
96293,FREDERICKSBURG RD. OPPOSITE DONORE,5545,Fredericksburg Rd,San Antonio,TX,78229
97533,FREDERICKSBURG RD. OPPOSITE CHAMBER,5445,Fredericksburg Rd,San Antonio,TX,78229
97873,FREDERICKSBURG RD. AT OAK HILLS C.,5410,Fredericksburg Rd,San Antonio,TX,78229
18213,FREDERICKSBURG RD. OPPOSITE MOCKING,5252,Fredericksburg Rd,San Antonio,TX,78229
18543,FREDERICKSBURG RD. & CALLAGHAN,5137,Fredericksburg Rd,San Antonio,TX,78229
18983,FREDERICKSBURG RD. OPPOSITE MAGIC D,5101,Fredericksburg Rd,San Antonio,TX,78229
29653,FREDERICKSBURG RD. & LAKERIDGE,4903,Fredericksburg Rd,San Antonio,TX,78229
29973,FREDERICKSBURG RD. & WOODLAKE,4739,Fredericksburg Rd,San Antonio,TX,78229
31446,CROSSROADS DR. IN FRONT OF MONTG. W,3636,NW Loop 410,San Antonio,TX,78201
31286,CROSSROADS DR. IN FRONT OF WARDS AU,4522,Fredericksburg Rd,San Antonio,TX,78201
32163,CROSSROADS PARK & RIDE,151,N Crossroads Blvd,San Antonio,TX,78201
42237,CROSSROADS BLVD./FREDERICKSBURG RD.,4502,Fredericksburg Rd,San Antonio,TX,78201
42533,FREDERICKSBURG RD. IN FRONT OF 4437,4441,Fredericksburg Rd,San Antonio,TX,78201
42993,FREDERICKSBURG RD. & GLENARM,4301,Fredericksburg Rd,San Antonio,TX,78201
53243,FREDERICKSBURG RD. & ALTGELT,4029,Fredericksburg Rd,San Antonio,TX,78201
53683,FREDERICKSBURG RD. IN FRONT OF 3939,3941,Fredericksburg Rd,San Antonio,TX,78201
54933,FREDERICKSBURG RD. & WILLIAMSBURG,3803,Fredericksburg Rd,San Antonio,TX,78201
64373,FREDERICKSBURG RD. & DE CHANTLE,3737,Fredericksburg Rd,San Antonio,TX,78201
65743,FREDERICKSBURG RD. OPPOSITE GARDINA,3623,Fredericksburg Rd,San Antonio,TX,78201
75183,FREDERICKSBURG RD. IN FRONT OF 3485,3516,Fredericksburg Rd,San Antonio,TX,78201
76433,FREDERICKSBUSG RD. AT NONKEN PLAZA,3441,Fredericksburg Rd,San Antonio,TX,78201
76643,FREDERICKSBURG RD. FRONT OF 3333,3350,Fredericksburg Rd,San Antonio,TX,78201
14499,JACKSON-KELLER IN FRONT OF 1005,1005,Jackson-keller Rd,San Antonio,TX,78213
14593,JACKSON-KELLER & BLANCO,5437,Blanco Rd,San Antonio,TX,78216
14597,PERRIN BEITEL AND OLD PERRIN BEITEL,11703,Perrin Beitel,San Antonio,TX,78217
14646,WEST AVE. FRONT OF VALLEY VIEW MALL,11600,West Ave,San Antonio,TX,78216
14647,WEST AVE AT SOUTH END OF QUICK LUBE,11555,West Ave,San Antonio,TX,78216
14697,CHERRY AND DAKOTA,102,Dashiell St,San Antonio,TX,78203
14699,DAKOTA AND CHERRY,416,S Cherry St,San Antonio,TX,78203
14717,MICHIGAN AND W. SUMMIT,1101,W Summit Ave,San Antonio,TX,78201
14719,W. SUMMIT AND MICHIGAN,1045,W Summit Ave,San Antonio,TX,78201
14726,LOUIS PASTEUR & SALK,7326,Louis Pasteur Dr,San Antonio,TX,78229
14727,LOUIS PASTEUR OPPOSITE SALK,7326,Louis Pasteur Dr,San Antonio,TX,78229
14733,MEDINA BASE RD. AND AMBER VALLEY,150,Oak Valley Dr,San Antonio,TX,78227
14753,W. SUMMIT AND GRANT,1001,W Summit Ave,San Antonio,TX,78201
14759,W. SUMMIT AND GRANT,1001,W Summit Ave,San Antonio,TX,78201
14769,NACO-PERRIN IN FRONT OF 4161,4141,Naco-perrin,San Antonio,TX,78217
14783,NACO-PERRIN OPPOSITE 4193,11479,Perrin Beitel,San Antonio,TX,78217
15236,BLANCO & OBLATE,5515,Blanco Rd,San Antonio,TX,78201
15237,BLANCO OPPOSITE OBLATE,5525,Blanco Rd,San Antonio,TX,78201
15246,PERRIN BEITEL IN FRONT OF 11710,11714,Perrin Beitel,San Antonio,TX,78217
15247,PERRIN BEITEL IN FRONT OF 11805,11714,Perrin Beitel,San Antonio,TX,78217
15423,FREEMAN IN FRONT OF 406,407,Freeman Dr,San Antonio,TX,78228
15429,FREEMAN & PIPER,403,Freeman Dr,San Antonio,TX,78228
15457,EASTWOOD & ALGRUTH,4267,Algruth Dr,San Antonio,TX,78220
15486,DOLLARHIDE & METZ,202,Metz Ave,San Antonio,TX,78223
15487,DOLLARHIDE & METZ,113,Metz Ave,San Antonio,TX,78223
15516,BLANCO & JACKSON-KELLER,933,Jackson-keller Rd,San Antonio,TX,78216
15517,BLANCO & JACKSON-KELLER,1001,Jackson-keller Rd,San Antonio,TX,78213
15529,FLAIR AND PARALLEL,190,Flair Dr,San Antonio,TX,78227
15573,FREEMAN & HILLCREST,302,Freeman Dr,San Antonio,TX,78228
15579,FREEMAN & HILLCREST,1102,Hillcrest Dr,San Antonio,TX,78228
15633,DAKOTA AND MESQUITE,503,S Mesquite St,San Antonio,TX,78203
15639,DAKOTA AND MESQUITE,430,S Mesquite St,San Antonio,TX,78203
15673,DAKOTA AND S. HACKBERRY,433,S Hackberry St,San Antonio,TX,78203
15679,DAKOTA AND S. HACKBERRY,603,Dakota St,San Antonio,TX,78203
27263,LORD RD. IN FRONT OF 4602,4546,Lord Rd,San Antonio,TX,78220
27283,LOCKHILL-SELMA & AULDINE,11131,Auldine Dr,San Antonio,TX,78230
27289,LOCKHILL-SELMA OPPOSITE AULDINE,11131,Auldine Dr,San Antonio,TX,78230
27293,MARTIN LUTHER KING OPPOSITE BE,3082,Martin Luther King Jr Dr,San Antonio,TX,78220
27299,MARTIN LUTHER KING & BELLING,3076,Martin Luther King Jr Dr,San Antonio,TX,78220
27316,AMANDA AND STERLING,302,Sterling St,San Antonio,TX,78220
27453,IOWA & PIEDMONT,934,Iowa St,San Antonio,TX,78203
27459,IOWA & PIEDMONT,1001,Iowa St,San Antonio,TX,78203
27493,IOWA & PALMETTO,1032,Iowa St,San Antonio,TX,78203
27499,IOWA & PALMETTO,1102,Iowa St,San Antonio,TX,78203
27616,AMANDA AND LINCOLNSHIRE,303,Lincolnshire Dr,San Antonio,TX,78220
27623,WOODLAWN & JOSEPHINE TOBIN,2101,W Woodlawn Ave,San Antonio,TX,78201
27629,WOODLAWN & LAKE,2065,W Woodlawn Ave,San Antonio,TX,78201
27636,BROADWAY & NACOGDOCHES,7424,Broadway,San Antonio,TX,78209
27637,S. ZARZAMORA & VILLARET,1104,W Villaret Blvd,San Antonio,TX,78224
27693,WOODLAWN & VOLLUM,2002,W Woodlawn Ave,San Antonio,TX,78201
27699,WOODLAWN & VOLLUM,1939,W Woodlawn Ave,San Antonio,TX,78201
27726,S. FLORES & SPRR,1324,S Flores St,San Antonio,TX,78204
27727,S. FLORES & SPRR,1331,S Flores St,San Antonio,TX,78204
27926,WESCOTT & CERALVO,2732,Ceralvo St,San Antonio,TX,78237
27929,CERALVO & ARBOLEDA,1826,Arboleda,San Antonio,TX,78237
27936,HARRY WURZBACH & EISENHAUER,3251,Harry Wurzbach,San Antonio,TX,78209
27937,HARRY WURZBACH & EISENHAUER,3253,Harry Wurzbach,San Antonio,TX,78209
27983,CERALVO & ALLENDE,1839,Allende,San Antonio,TX,78237
27986,NACOGDOCHES & FALCON CREST,15420,Nacogdoches Rd,San Antonio,TX,78247
27987,NACOGDOCHES OPPOSITE FALCON CREST,15420,Nacogdoches Rd,San Antonio,TX,78247
27989,CERALVO & ALLENDE,1838,Allende,San Antonio,TX,78237
28163,WOODLAWN & CAMINO SANTA MARIA,3302,W Woodlawn Ave,San Antonio,TX,78228
28169,WOODLAWN OPPOSITE CAMINO SANTA MARI,3301,W Woodlawn Ave,San Antonio,TX,78228
28213,MARTIN LUTHER KING & IH-10 E,451,Sterling St,San Antonio,TX,78220
28273,LORD RD. OPPOSITE 4811,4810,Lord Rd,San Antonio,TX,78220
28279,MARTIN LUTHER KING & IH-10 W,442,Sterling St,San Antonio,TX,78220
28286,PINN RD. OPPOSITE WESTLAWN,1818,Westplain,San Antonio,TX,78227
28287,PINN RD. & WESTLAWN,1826,Westplain,San Antonio,TX,78227
28453,IOWA & ST. ANTHONY,1146,Iowa St,San Antonio,TX,78203
28459,IOWA & OPPOSITE ST. ANTHONY,1200,Iowa St,San Antonio,TX,78203
28533,LOCKHILL-SELMA & WEDGEWOOD DR.,11027,Wedgewood,San Antonio,TX,78230
28556,NACOGDOCHES & TOEPPERWEIN RD.,15707,Nacogdoches Rd,San Antonio,TX,78247
28557,NACOGDOCHES OPPOSITE TOEPPERWEIN RD,15707,Nacogdoches Rd,San Antonio,TX,78247
28696,BELAIR & ANCHOR,11014,Bel Air Dr,San Antonio,TX,78213
28753,WOODLAWN & SAN ANTONIO,1902,W Woodlawn Ave,San Antonio,TX,78201
28759,WOODLAWN & SAN ANTONIO,1901,W Woodlawn Ave,San Antonio,TX,78201
79656,RAY ELLISON & BRIDLE RIDGE,503,Riders Pt,San Antonio,TX,78227
28779,LOCKHILL-SELMA BET. BELAIR & MIL. H,2121,Lockhill-selma Rd,San Antonio,TX,78213
28786,PINN RD. & ELMER,2102,Pinn Rd,San Antonio,TX,78227
41296,HWY. 16 OPPOSITE CHARIOT,22398,State Hwy 16 S,Von Ormy,TX,78073
41297,HWY. 16 & CHARIOT,22327,State Hwy 16 S,Von Ormy,TX,78073
41327,VILLAGE VIEW IN FRONT OF 4735,4735,Village View Dr,San Antonio,TX,78218
41519,VILLAGE ROW & FRATT RD.,4711,Village View Dr,San Antonio,TX,78218
41556,NEER & BASSE,2150,Basse Rd,San Antonio,TX,78213
41593,BASSE OPPOSITE OLYMPIA,2036,Basse Rd,San Antonio,TX,78213
41599,BASSE & OLYMPIA,2027,Basse Rd,San Antonio,TX,78213
41623,VILLAGE ROW AND VILLAGE VIEW,5002,Village Row,San Antonio,TX,78218
41657,NEER OPPOSITE 3614,2202,Basse Rd,San Antonio,TX,78201
41897,FAIRLAWN & PORTSMOUTH,3747,Portsmouth Dr,San Antonio,TX,78223
41926,FRATT RD. BET. RITTIMAN & VILL,4949,Rittiman Rd,San Antonio,TX,78218
41956,NEER & LA MANDA,1602,La Manda Blvd,San Antonio,TX,78201
41957,NEER & LA MANDA,1603,La Manda Blvd,San Antonio,TX,78201
41983,KINGS TRAIL & HWY. 16,4117,Kings Trl,Von Ormy,TX,78073
42219,FRED. RD. AT WONDERLAND MALL,4514,Fredericksburg Rd,San Antonio,TX,78201
42333,VILLAGE CREST OPPOSITE 5131,5126,Village Crest Dr,San Antonio,TX,78218
42339,VILLAGE CREST IN FRONT OF 5131,5131,Village Crest Dr,San Antonio,TX,78218
42383,VILLAGE CREST & RAY BON,5166,Village Crest Dr,San Antonio,TX,78218
42387,RAY BON & VILLAGE CREST,5167,Village Crest Dr,San Antonio,TX,78218
42413,UTOPIA & FAIRLAWN,890,Utopia Ln,San Antonio,TX,78223
42573,BASSE OPPOSITE ROSE HILL,1846,Basse Rd,San Antonio,TX,78213
42579,BASSE & ROSE HILL,1851,Basse Rd,San Antonio,TX,78213
42596,JONES MALTSBERGER OPP. EMBASSY,10110,US Hwy 281 N,San Antonio,TX,78216
42597,JONES MALTSBERGER AT EMBASSY S,10110,US Hwy 281 N,San Antonio,TX,78216
42626,S. ST. MARY'S & MISSION RD.,311,Roosevelt Ave,San Antonio,TX,78210
42627,S. ST. MARY'S & MISSION RD.,311,Roosevelt Ave,San Antonio,TX,78210
42737,CINNAMON HILL OPPOSITE KENTON VIEW,5055,Taylor Kenton,San Antonio,TX,78240
42746,CINNAMON HILL & KENTON VIEW,5034,Kenton Vw,San Antonio,TX,78240
42966,SOMERSET & S.W. MILITARY DR.,7104,Somerset Rd,San Antonio,TX,78211
42977,SOMERSET & S.W. MILITARY DR.,7104,Somerset Rd,San Antonio,TX,78211
43129,PAUL WILKES AND JOHN CAPE,911,Paul Wilkins,San Antonio,TX,78216
43146,ALLENA & GEN. KRUEGER,342,General Krueger Blvd,San Antonio,TX,78213
43147,ALLENA & GEN. KRUEGER,403,General Krueger Blvd,San Antonio,TX,78213
43177,SOMERSET & FENFIELD,1501,Somerset Rd,San Antonio,TX,78211
43213,PAUL WILKES OPPOSITE JOHN CAPE,10000,Jones Maltsberger Rd,San Antonio,TX,78216
43256,BROADWAY & MACARTHUR VIEW,10124,Broadway,San Antonio,TX,78217
43257,BROADWAY IN FRONT OF 10109,10105,Broadway,San Antonio,TX,78217
43283,GUS ECKERT & FREDERICKSBURG RD.,9903,Fredericksburg Rd,San Antonio,TX,78240
43293,FREDERICKSBURG RD. & GUS ECKERT,9911,Fredericksburg Rd,San Antonio,TX,78240
43356,SOMERSET & KENDALIA,1554,Somerset Rd,San Antonio,TX,78224
43396,VANCE JACKSON & DREAMLAND,3226,Mid Hollow Dr,San Antonio,TX,78230
43433,GUS ECKERT IN FRONT OF 4822,4835,Gus Eckert Rd,San Antonio,TX,78240
43439,GUS ECKERT IN FRONT OF 4823,4835,Gus Eckert Rd,San Antonio,TX,78240
61299,MARIPOSA & SANTA PAULA,1439,W Mariposa,San Antonio,TX,78201
61317,SOMERSET AND LA ROSA,7423,Somerset Rd,San Antonio,TX,78211
61457,BLANCO AND LONGFIELD,13300,Old Blanco Rd,San Antonio,TX,78216
61466,BLANCO OPPOSITE LONGFIELD,13259,Blanco Rd,San Antonio,TX,78216
61623,DE ZAVALA & VANCE JACKSON,5218,De Zavala Rd,San Antonio,TX,78249
61716,IH-10 W FRONTAGE RD. AND RED OAK,3576,Red Oak Ln,San Antonio,TX,78230
61736,VANCE JACKSON & DE ZAVALA,5218,De Zavala Rd,San Antonio,TX,78249
61746,NACOGDOCHES OPPOSITE HIGGINS,13429,Nacogdoches Rd,San Antonio,TX,78217
61747,NACOGDOCHES & HIGGINS,13429,Nacogdoches Rd,San Antonio,TX,78217
61779,N.E. LOOP 410 W ACCESS RD. AT 85,85,NE Loop 410,San Antonio,TX,78216
61847,VANCE JACKSON IN FRONT OF 12651,14415,Sutters Park,San Antonio,TX,78230
61853,HIDDEN DR. AND STARCREST,8715,Starcrest Dr,San Antonio,TX,78217
61916,NACOGDOCHES & LA POSITA,13250,Nacogdoches Rd,San Antonio,TX,78217
61933,N.E.LOOP 410E.ACC.RD.-MERCANTILE,76,NE Loop 410,San Antonio,TX,78216
61943,STEVES & GEVERS,2050,Steves Ave,San Antonio,TX,78210
61949,STEVES & GEVERS,2103,Steves Ave,San Antonio,TX,78210
61993,N.E. LOOP 410 E. ACCESS RD. IN FRON,86,NE 410,San Antonio,TX,78216
62233,BITTERS AND EMBASSY ROW,203,W Bitters Rd,San Antonio,TX,78232
62246,NACOGDOCHES OPPOSITE GHENT,13803,Nacogdoches Rd,San Antonio,TX,78217
62247,NACOGDOCHES & GHENT,13803,Nacogdoches Rd,San Antonio,TX,78217
62249,BITTERS AND ASPEN LANE,190,W Bitters Rd,San Antonio,TX,78216
62253,MARIPOSA & CATALINA,1402,W Mariposa,San Antonio,TX,78201
62259,MARIPOSA & CATALINA,1329,W Mariposa,San Antonio,TX,78201
62397,CINNAMON CREEK & ENT. TO RIVERSTONE,8702,Cinnamon Crk,San Antonio,TX,78240
62416,NACOGDOCHES & EL CHARRO,13523,Nacogdoches Rd,San Antonio,TX,78217
62417,NACOGDOCHES OPPOSITE EL CHARRO,13533,Nacogdoches Rd,San Antonio,TX,78217
62426,ROOSEVELT & MCKINLEY,1100,Roosevelt Ave,San Antonio,TX,78210
62427,ROOSEVELT OPPOSITE MCKINLEY,1020,Roosevelt Ave,San Antonio,TX,78210
62493,BITTERS AND SAN PEDRO,13603,US Hwy 281 N,San Antonio,TX,78232
62526,ROOSEVELT & STEVES,1212,Roosevelt Ave,San Antonio,TX,78210
62527,ROOSEVELT & STEVES,1115,Roosevelt Ave,San Antonio,TX,78210
62566,JONES MALTSBERGER AND NORTHERN,8811,Jones Maltsberger Rd,San Antonio,TX,78216
62726,ROOSEVELT & MITCHELL,1306,Roosevelt Ave,San Antonio,TX,78210
62727,ROOSEVELT & MITCHELL,1216,Roosevelt Ave,San Antonio,TX,78210
62757,MISSION OPP BENITA,1100,Mission Rd,San Antonio,TX,78210
62813,STEVES OPPOSITE MITTMAN,2158,Steves Ave,San Antonio,TX,78210
62819,STEVES & MITTMAN,2203,Steves Ave,San Antonio,TX,78210
62863,STEVES & WALTERS,2314,Steves Ave,San Antonio,TX,78210
62869,STEVES & WALTERS,2306,Steves Ave,San Antonio,TX,78210
63123,MARIPOSA IN FRONT OF 1228,1222,W Mariposa,San Antonio,TX,78201
63129,MARIPOSA IN FRONT OF 1229,1229,W Mariposa,San Antonio,TX,78201
63263,MARIPOSA & CAPITOL,1100,W Mariposa,San Antonio,TX,78201
63269,MARIPOSA & CAPITOL,1039,W Mariposa,San Antonio,TX,78201
67939,STEVES & PIEDMONT,1623,Steves Ave,San Antonio,TX,78210
67993,STEVES & PALMETTO,1654,Steves Ave,San Antonio,TX,78210
67999,STEVES & PALMETTO,1703,Steves Ave,San Antonio,TX,78210
68496,AUSTIN HWY. & ELLWOOD,120,Austin Hwy,San Antonio,TX,78209
68497,AUSTIN HWY. & ELLWOOD,201,Ellwood,San Antonio,TX,78209
68757,IH-10 E ACCESS RD. PRIOR TO DE ZAVA,,US 87,San Antonio,TX,78249
68853,STEVES & ST. ANTHONY,1750,Steves Ave,San Antonio,TX,78210
68859,STEVES & ST. ANTHONY,1807,Steves Ave,San Antonio,TX,78210
68926,SILICON AND DE ZAVALA,5501,De Zavala Rd,San Antonio,TX,78249
69256,N. NEW BRAUNFELS & ZAMBRANO,101,Zambrano Rd,San Antonio,TX,78209
69287,HWY. 16 & KINGSRIDE,10931,State Hwy 16 S,San Antonio,TX,78224
69357,IH-10 E FRONTAGE RD. AND MEDICAL,9100,Ih 10 W,San Antonio,TX,78230
69577,WEST AVE. OPPOSITE EMBASSY OAKS,13444,West Ave,San Antonio,TX,78216
69596,SOMERSET & HOPI,7606,Somerset Rd,San Antonio,TX,78211
69597,SOMERSET OPPOSITE HOPI,7606,Somerset Rd,San Antonio,TX,78211
69666,N. NEW BRAUNFELS & BARTLET,5403,N New Braunfels Ave,San Antonio,TX,78209
69676,WEST AVE. AND EMBASSY OAKS,13444,West Ave,San Antonio,TX,78216
69686,IH-35 N ACCESS RD. AT MANOR CARE HE,8800,Fourwinds Dr,Windcrest,TX,78239
69766,WEST AVE. IN FRONT OF 13428,203,Willowbluff Dr,San Antonio,TX,78216
69767,N. NEW BRAUNFELS & CHICHESTER,5401,N New Braunfels Ave,San Antonio,TX,78209
69769,DE ZAVALA IN FRONT OF 5221,5211,De Zavala Rd,San Antonio,TX,78249
69776,SOMERSET BET. YUMA & NAVAJO,7714,Somerset Rd,San Antonio,TX,78211
69777,SOMERSET IN FRONT OF 7701 -,7710,Somerset Rd,San Antonio,TX,78211
69789,N.E. LOOP 410 W ACCESS RD. AT 45 ,45,NE Loop 410,San Antonio,TX,78216
69833,DE ZAVALA IN FRONT OF 5250(IH-10W),5250,De Zavala Rd,San Antonio,TX,78249
69837,WEST AVE. AND WOOD VALLEY,406,Shadowbluff Dr,San Antonio,TX,78216
69839,De Zavala in front of 5229 (IH-10 W),5235,De Zavala Rd,San Antonio,TX,78249
69869,HIDDEN RD. & CARRIAGE,8802,Carriage Dr,San Antonio,TX,78217
69913,STEVES & S. NEW BRAUNFELS,2905,S New Braunfels Ave,San Antonio,TX,78210
47846,SAN PEDRO & PARK,1040,San Pedro Ave,San Antonio,TX,78212
69919,STEVES & S. NEW BRAUNFELS,2820,S New Braunfels Ave,San Antonio,TX,78210
69936,WEST AVE. AND INTERPARK,13766,Bluff Villas Ct,San Antonio,TX,78216
69957,MCCULLOUGH OPP WELLS FARGO BANK,8623,McCullough Ave,San Antonio,TX,78216
69973,STEVES & NOPAL,1950,Steves Ave,San Antonio,TX,78210
69979,STEVES & NOPAL,2003,Steves Ave,San Antonio,TX,78210
69997,NACOGDOCHES & LONGFELLOW,13303,Nacogdoches Rd,San Antonio,TX,78217
70941,ALAMO PLAZA & BLUM,119,Alamo Plz,San Antonio,TX,78205
71101,ALAMO PLAZA BETWEEN CROCKETT & HOUS,307,Alamo Plz,San Antonio,TX,78205
71233,LOOP 410 E ACCESS RD. & SILVER STAR,3635,Greenleaf Dr,San Antonio,TX,78218
71263,VANCE JACKSON OPPOSITE NEWOAK PARK,14230,Daylight Rdg,San Antonio,TX,78230
71269,VANCE JACKSON & NEWOAK PARK,14307,Sutters Park,San Antonio,TX,78230
71367,STARCREST OPPOSITE 3622,8520,Starcrest Dr,San Antonio,TX,78217
71466,STARCREST IN FRONT OF 8622,8623,Starcrest Dr,San Antonio,TX,78217
71516,NOGALITOS & THEO,961,W Theo Ave,San Antonio,TX,78225
71559,N.E. LOOP 410 W ACCESS RD/STARCREST,2235,NE Loop 410,San Antonio,TX,78217
71566,STARCREST & N.E. LOOP 410 W ACCESS,8520,Starcrest Dr,San Antonio,TX,78217
71657,NEER & OLMOS,1601,W Olmos Dr,San Antonio,TX,78201
71693,OLMOS & SANTA PAULA,1501,W Olmos Dr,San Antonio,TX,78201
71756,NEER & SACRAMENTO,1539,Sacramento St,San Antonio,TX,78201
71757,NEER & SACRAMENTO,1539,Sacramento St,San Antonio,TX,78201
71839,MARTIN & NAVARRO,800,Navarro St,San Antonio,TX,78205
71869,OLD PEARSALL BTWN OLD SKY HARBOR & LOOP 410,8715,Starcrest Dr,San Antonio,TX,78217
71926,NAVARRO & PECAN,711,Navarro St,San Antonio,TX,78205
71953,PECAN & JEFFERSON,315,E Pecan St,San Antonio,TX,78205
71996,BROADWAY & THIRD,234,Broadway,San Antonio,TX,78205
71997,BROADWAY & THIRD,300,Broadway,San Antonio,TX,78205
72326,ROOSEVELT OPPOSITE BENITA,1500,Roosevelt Ave,San Antonio,TX,78210
72327,ROOSEVELT & BENITA,1500,Roosevelt Ave,San Antonio,TX,78210
72396,BROADWAY & BROOKLYN,630,Broadway,San Antonio,TX,78215
72397,BROADWAY & BROOKLYN,701,Broadway,San Antonio,TX,78215
72416,BLANCO OPP PHIL HARDBERGER PARK,13130,Blanco Rd,San Antonio,TX,78216
72417,BLANCO AT THE ENTRANCE TO PHIL HARD,13130,Blanco Rd,San Antonio,TX,78216
72419,FRESNO & SANTA PAULA,1400,Fresno St,San Antonio,TX,78201
72463,FRESNO & IH-10 W ACCESS RD.,1322,Edison Dr,San Antonio,TX,78201
72479,FRESNO & IH-10 W ACCESS RD.,1326,Edison Dr,San Antonio,TX,78201
72486,NACOGDOCHES OPPOSITE CHEEVER,2410,Nacogdoches Rd,San Antonio,TX,78217
72487,NACOGDOCHES & CHEEVER,2441,Nacogdoches Rd,San Antonio,TX,78217
72499,HEIMER AND SAN PEDRO,13400,US Hwy 281 N,San Antonio,TX,78216
72523,VANCE JACKSON & INDIAN MEADOWS,14202,Daylight Rdg,San Antonio,TX,78230
72529,VANCE JACKSON & INDIAN MEADOWS,2202,Indian Meadows Dr,San Antonio,TX,78230
72536,ROOSEVELT & SCHOOL ST.,1610,Roosevelt Ave,San Antonio,TX,78210
72626,HWY. 16 IN FRONT OF 20680,20712,State Hwy 16 S,Von Ormy,TX,78073
72627,HWY. 16 OPPOSITE 20712,20716,State Hwy 16 S,Von Ormy,TX,78073
72637,ROOSEVELT OPPOSITE SCHOOL,1605,Roosevelt Ave,San Antonio,TX,78210
72646,BROADWAY & MCCULLOUGH,420,Broadway,San Antonio,TX,78205
72727,BROADWAY & FOURTH,403,Broadway,San Antonio,TX,78205
72736,ROOSEVELT & HANSFORD,426,Hansford St,San Antonio,TX,78210
72737,ROOSEVELT & HANSFORD,426,Hansford St,San Antonio,TX,78210
72746,NACOGDOCHES & LOOP 410 EAST,2347,Nacogdoches Rd,San Antonio,TX,78209
72857,BLANCO & WURZBACH PKWY,13030,Blanco Rd,San Antonio,TX,78216
72919,THIRD AND BROADWAY,300,Broadway,San Antonio,TX,78205
72956,BLANCO & WURZBACH PKWY,13030,Blanco Rd,San Antonio,TX,78216
72967,CALLAGHAN IN FRONT OF 8231,3419,Shady Spgs,San Antonio,TX,78230
73146,NACOGDOCHES & DANBURY,2710,Danbury Dr,San Antonio,TX,78217
73147,HEIMER BETWEEN BITTERS/COUNTRY PIKE,13436,US Hwy 281 N,San Antonio,TX,78216
73357,CALLAGHAN & WHITE WING,3111,Whitewing Ln,San Antonio,TX,78230
73376,CALLAGHAN & BRIARFIELD,3123,Whitewing Ln,San Antonio,TX,78230
73446,CALLAGHAN BETWEEN HIDDEN MEADOW AND,3314,Woodcliffe Dr,San Antonio,TX,78230
73463,FRESNO & SPRR TRACKS,2311,Capitol Ave,San Antonio,TX,78201
73579,FRESNO OPPOSITE CAPITOL (SPRR),2311,Capitol Ave,San Antonio,TX,78201
73627,CALLAGHAN & ROCK CREEK RUN,8519,Callaghan Rd,San Antonio,TX,78230
73653,EWING HALSELL & SID KATZ,4800,Charles Katz,San Antonio,TX,78229
73659,EWING HALSELL & SID KATZ,4800,Charles Katz,San Antonio,TX,78229
73696,AUSTIN AND HAYS,222,Austin St,San Antonio,TX,78202
73697,AUSTIN AND BROOKLYN,132,Brooklyn Ave,San Antonio,TX,78202
73793,EWING HALSELL & WURZBACH,8129,Wurzbach Rd,San Antonio,TX,78229
73826,AVENUE E AND SIXTH,421,6th St,San Antonio,TX,78215
73827,AVENUE E AND SIXTH,500,6th St,San Antonio,TX,78215
73853,VANCE JACKSON & BORDER MILL,14102,Edge Point Dr,San Antonio,TX,78230
73859,VANCE JACKSON & BORDER MILL,14046,Emerald Crk,San Antonio,TX,78230
74123,VILLAREAL & HALLIE,136,Villareal St,San Antonio,TX,78210
74127,MICHIGAN & LEE HALL,1037,Lee Hall,San Antonio,TX,78201
74129,VILLAREAL & HALLIE,201,Villareal St,San Antonio,TX,78210
74137,SPRINGVALE BETWEEN APPLETON & ASH,810,Springvale Dr,San Antonio,TX,78227
74146,SPRINGVALE OPPOSITE ASHFORD,814,Springvale Dr,San Antonio,TX,78227
74173,VILLAREAL & ANITA,237,Villareal St,San Antonio,TX,78210
74179,VILLAREAL & ANITA,303,Villareal St,San Antonio,TX,78210
74226,MICHIGAN & LEE HALL,1038,Lee Hall,San Antonio,TX,78201
74246,AUSTIN AND BURLESON,430,Austin St,San Antonio,TX,78215
74247,AUSTIN AND TENTH,500,Austin St,San Antonio,TX,78215
74296,PERRIN BEITEL & INDUSTRIAL CTR.,8629,Perrin Beitel,San Antonio,TX,78217
74356,SPRINGVALE IN FRONT OF 1010,1006,Springvale Dr,San Antonio,TX,78227
74416,AUSTIN AND LAMAR,326,Austin St,San Antonio,TX,78215
74417,AUSTIN AND NINTH,410,Austin St,San Antonio,TX,78215
74467,SPRINGVALE & CHADWICK,103,Chadwick,San Antonio,TX,78227
74527,MICHIGAN & FRESNO,1039,Fresno St,San Antonio,TX,78201
74576,SPRINGVALE OPPOSITE DUMONT,1026,Springvale Dr,San Antonio,TX,78227
